"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'OpeningTime.class')","[178099, 209083]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'getClass')","[188047, 189307, 190567, 191827, 193087, 194347, 195607, 196867, 198127, 199387, 200647, 201907, 203139, 204395, 205627, 210155]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'chargingStationPlacedEventAddressAndCoordinates(io.motown.vas.viewmodel.VasEventHandlerTest)')","[4509, 12750, 15791, 20002, 28024, 37417, 43617, 47468, 55000, 63817, 70267, 78779, 88748, 95382, 100084, 109331, 120164, 127892, 137629, 149740, 155635]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qpwang7\\E', 'pwang7')","[156422, 157150, 157878, 158552, 159293, 160032, 160760, 161434, 162175, 162914, 163642, 164370, 165044, 165785, 166524, 167252, 167926, 168667, 169408, 170149, 170890, 171631, 172372, 173111, 173839, 174513, 175199, 175953, 176707, 177461, 178213, 178954, 179640, 180394, 181148, 181902, 182656, 183408, 184147, 184875, 185603, 186331, 205893, 206718, 207543, 208368]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'StatusChange.class')",[172258]
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'null')","[17, 35, 40224, 91755]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'VasSubscriberService.class')",[186219]
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'chargingStationConfiguredEventVerifyConnectorTypes(io.motown.vas.viewmodel.VasEventHandlerTest)')","[2717, 11350, 15497, 18266, 26008, 35793, 41993, 45844, 53096, 62305, 68419, 76651, 87012, 93646, 98068, 107035, 118260, 125764, 135221, 147388, 153115]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'io.motown.vas.viewmodel.VasEventHandlerTest')","[56, 77, 20492, 44075, 47926, 70789, 95872, 100654, 128494]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'chargingStationMovedEventAddressEmptyCoordinates(io.motown.vas.viewmodel.VasEventHandlerTest)')","[1469, 1501, 1533, 10375, 10400, 10425, 17057, 17088, 17119, 24604, 24640, 24676, 34662, 34691, 34720, 40862, 40891, 40920, 44713, 44742, 44771, 51770, 51804, 51838, 61252, 61279, 61306, 67132, 67165, 67198, 75169, 75207, 75245, 85803, 85834, 85865, 92437, 92468, 92499, 96664, 96700, 96736, 105436, 105477, 105518, 116934, 116968, 117002, 124282, 124320, 124358, 133544, 133587, 133630, 145750, 145792, 145834, 151360, 151405, 151450]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'chargingStationConfiguredEventChargingStationShouldBeConfigured(io.motown.vas.viewmodel.VasEventHandlerTest)')","[2621, 2653, 2685, 11275, 11300, 11325, 18173, 18204, 18235, 25900, 25936, 25972, 35706, 35735, 35764, 41906, 41935, 41964, 45757, 45786, 45815, 52994, 53028, 53062, 62224, 62251, 62278, 68320, 68353, 68386, 76537, 76575, 76613, 86919, 86950, 86981, 93553, 93584, 93615, 97960, 97996, 98032, 106912, 106953, 106994, 118158, 118192, 118226, 125650, 125688, 125726, 135092, 135135, 135178, 147262, 147304, 147346, 152980, 153025, 153070]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'fromConnector120Volt1Phase12Amp(io.motown.vas.viewmodel.model.ChargingCapabilityTest)')","[6508, 8988, 14301, 16187, 22348, 30279, 33079, 39224, 49656, 57127, 59767, 65496, 72771, 81162, 84122, 90683, 102825, 111906, 115106, 122291, 130791, 140332, 143692, 213467, 215597]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'fromConnector240Volt1Phase10Amp(io.motown.vas.viewmodel.model.ChargingCapabilityTest)')","[5919, 5950, 5981, 8399, 8430, 8461, 13845, 13869, 13893, 21778, 21808, 21838, 29614, 29649, 29684, 32414, 32449, 32484, 38692, 38720, 38748, 49124, 49152, 49180, 56500, 56533, 56566, 59140, 59173, 59206, 65002, 65028, 65054, 72163, 72195, 72227, 80459, 80496, 80533, 83419, 83456, 83493, 90113, 90143, 90173, 102160, 102195, 102230, 111146, 111186, 111226, 114346, 114386, 114426, 121664, 121697, 121730, 130088, 130125, 130162, 139534, 139576, 139618, 142894, 142936, 142978, 212707, 212747, 212787, 214799, 214841, 214883]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qview-model\\E', 'view-model')","[156646, 157374, 158102, 158780, 159521, 160256, 160984, 161662, 162403, 163138, 163866, 164594, 165272, 166013, 166748, 167476, 168154, 168895, 169636, 170377, 171118, 171859, 172600, 173335, 174063, 174741, 175431, 176185, 176939, 177693, 178441, 179182, 179872, 180626, 181380, 182134, 182888, 183636, 184371, 185099, 185827, 186555, 206113, 206938, 207763, 208588]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'chargingStationMadeReservableEventUnknownChargingStationNoExceptionThrown(io.motown.vas.viewmodel.VasEventHandlerTest)')","[2109, 2141, 2173, 10875, 10900, 10925, 17677, 17708, 17739, 25324, 25360, 25396, 35242, 35271, 35300, 41442, 41471, 41500, 45293, 45322, 45351, 52450, 52484, 52518, 61792, 61819, 61846, 67792, 67825, 67858, 75929, 75967, 76005, 86423, 86454, 86485, 93057, 93088, 93119, 97384, 97420, 97456, 106256, 106297, 106338, 117614, 117648, 117682, 125042, 125080, 125118, 134404, 134447, 134490, 146590, 146632, 146674, 152260, 152305, 152350]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'VasViewModelTestUtils.class')",[157038]
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'chargingStationPlacedEventUnknownChargingStationNoExceptionThrown(io.motown.vas.viewmodel.VasEventHandlerTest)')","[4637, 12850, 15812, 20126, 28168, 37533, 43733, 47584, 55136, 63925, 70399, 78931, 88872, 95506, 100228, 109495, 120300, 128044, 137801, 149908, 155815]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'SubscriptionRepository.class')",[181786]
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'fromConnectorUnknownToUnspecified(io.motown.vas.viewmodel.model.ChargingCapabilityTest)')","[7283, 7314, 7345, 9763, 9794, 9825, 14901, 14925, 14949, 23098, 23128, 23158, 31154, 31189, 31224, 33954, 33989, 34024, 39924, 39952, 39980, 50356, 50384, 50412, 57952, 57985, 58018, 60592, 60625, 60658, 66146, 66172, 66198, 73571, 73603, 73635, 82087, 82124, 82161, 85047, 85084, 85121, 91433, 91463, 91493, 103700, 103735, 103770, 112906, 112946, 112986, 116106, 116146, 116186, 123116, 123149, 123182, 131716, 131753, 131790, 141382, 141424, 141466, 144742, 144784, 144826, 214467, 214507, 214547, 216647, 216689, 216731]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'chargingStationAcceptedEventChargingStationRegistered(io.motown.vas.viewmodel.VasEventHandlerTest)')","[4893, 13050, 15854, 20374, 28456, 37765, 43965, 47816, 55408, 64141, 70663, 79235, 89120, 95754, 100516, 109823, 120572, 128348, 138145, 150244, 156175]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'fromConnector240Volt1Phase32Amp(io.motown.vas.viewmodel.model.ChargingCapabilityTest)')","[6291, 6322, 6353, 8771, 8802, 8833, 14133, 14157, 14181, 22138, 22168, 22198, 30034, 30069, 30104, 32834, 32869, 32904, 39028, 39056, 39084, 49460, 49488, 49516, 56896, 56929, 56962, 59536, 59569, 59602, 65314, 65340, 65366, 72547, 72579, 72611, 80903, 80940, 80977, 83863, 83900, 83937, 90473, 90503, 90533, 102580, 102615, 102650, 111626, 111666, 111706, 114826, 114866, 114906, 122060, 122093, 122126, 130532, 130569, 130606, 140038, 140080, 140122, 143398, 143440, 143482, 213187, 213227, 213267, 215303, 215345, 215387]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'notifyAll')","[188207, 189467, 190727, 191987, 193247, 194507, 195767, 197027, 198287, 199547, 200807, 202067, 203295, 204555, 205783, 210311]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'io.motown.vas.viewmodel.model.ChargingCapabilityTest')","[428, 23183, 50435, 73662, 103800, 131822]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'chargingStationAcceptedEventChargingStationRegistered(io.motown.vas.viewmodel.VasEventHandlerTest)')","[4925, 4957, 4989, 13075, 13100, 13125, 20405, 20436, 20467, 28492, 28528, 28564, 37794, 37823, 37852, 43994, 44023, 44052, 47845, 47874, 47903, 55442, 55476, 55510, 64168, 64195, 64222, 70696, 70729, 70762, 79273, 79311, 79349, 89151, 89182, 89213, 95785, 95816, 95847, 100552, 100588, 100624, 109864, 109905, 109946, 120606, 120640, 120674, 128386, 128424, 128462, 138188, 138231, 138274, 150286, 150328, 150370, 156220, 156265, 156310]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'fromConnector120Volt1Phase12Amp(io.motown.vas.viewmodel.model.ChargingCapabilityTest)')","[6539, 6570, 6601, 9019, 9050, 9081, 14325, 14349, 14373, 22378, 22408, 22438, 30314, 30349, 30384, 33114, 33149, 33184, 39252, 39280, 39308, 49684, 49712, 49740, 57160, 57193, 57226, 59800, 59833, 59866, 65522, 65548, 65574, 72803, 72835, 72867, 81199, 81236, 81273, 84159, 84196, 84233, 90713, 90743, 90773, 102860, 102895, 102930, 111946, 111986, 112026, 115146, 115186, 115226, 122324, 122357, 122390, 130828, 130865, 130902, 140374, 140416, 140458, 143734, 143776, 143818, 213507, 213547, 213587, 215639, 215681, 215723]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'componentStatusNotificationReceivedVerifySubscriptionServiceCall(io.motown.vas.viewmodel.VasEventHandlerTest)')","[2365, 2397, 2429, 11075, 11100, 11125, 17925, 17956, 17987, 25612, 25648, 25684, 35474, 35503, 35532, 41674, 41703, 41732, 45525, 45554, 45583, 52722, 52756, 52790, 62008, 62035, 62062, 68056, 68089, 68122, 76233, 76271, 76309, 86671, 86702, 86733, 93305, 93336, 93367, 97672, 97708, 97744, 106584, 106625, 106666, 117886, 117920, 117954, 125346, 125384, 125422, 134748, 134791, 134834, 146926, 146968, 147010, 152620, 152665, 152710]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'fromConnector480Volt3Phase16Amp(io.motown.vas.viewmodel.model.ChargingCapabilityTest)')","[6911, 6942, 6973, 9391, 9422, 9453, 14613, 14637, 14661, 22738, 22768, 22798, 30734, 30769, 30804, 33534, 33569, 33604, 39588, 39616, 39644, 50020, 50048, 50076, 57556, 57589, 57622, 60196, 60229, 60262, 65834, 65860, 65886, 73187, 73219, 73251, 81643, 81680, 81717, 84603, 84640, 84677, 91073, 91103, 91133, 103280, 103315, 103350, 112426, 112466, 112506, 115626, 115666, 115706, 122720, 122753, 122786, 131272, 131309, 131346, 140878, 140920, 140962, 144238, 144280, 144322, 213987, 214027, 214067, 216143, 216185, 216227]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'newChargingStationUnknownOperator(io.motown.vas.viewmodel.model.ChargingStationTest)')","[5392, 7748, 13533, 15999, 21251, 29019, 31679, 38328, 48633, 55939, 58447, 64664, 71600, 79830, 82642, 89723, 101543, 110466, 113506, 121235, 129435, 138820, 142012, 211253, 212079]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'chargingStationMadeNotReservableEventChargingStationNotReservable(io.motown.vas.viewmodel.VasEventHandlerTest)')","[1949, 10750, 15371, 17522, 25144, 35097, 41297, 45148, 52280, 61657, 67627, 75739, 86268, 92902, 97204, 106051, 117444, 124852, 134189, 146380, 152035]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'newChargingStationUnknownOperator(io.motown.vas.viewmodel.model.ChargingStationTest)')","[5423, 5454, 5485, 7779, 7810, 7841, 13557, 13581, 13605, 21281, 21311, 21341, 29054, 29089, 29124, 31714, 31749, 31784, 38356, 38384, 38412, 48661, 48689, 48717, 55972, 56005, 56038, 58480, 58513, 58546, 64690, 64716, 64742, 71632, 71664, 71696, 79867, 79904, 79941, 82679, 82716, 82753, 89753, 89783, 89813, 101578, 101613, 101648, 110506, 110546, 110586, 113546, 113586, 113626, 121268, 121301, 121334, 129472, 129509, 129546, 138862, 138904, 138946, 142054, 142096, 142138, 211293, 211333, 211373, 212121, 212163, 212205]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'VasEventHandler.class')",[186947]
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ChargingCapabilityTest.class')",[162802]
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'updateSubscribersWithoutSubscribers(io.motown.vas.viewmodel.VasSubscriberServiceTest)')","[569, 7996, 14973, 16334, 23325, 23588, 31959, 40008, 50567, 50812, 58711, 66224, 73814, 74095, 82938, 91523, 103967, 104275, 113826, 123215, 131999, 132325, 142348, 216865, 217187]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'setStateNullValueValidateStateUnknown(io.motown.vas.viewmodel.model.ChargingStationTest)')","[5516, 7872, 13629, 16020, 21371, 29159, 31819, 38440, 48745, 56071, 58579, 64768, 71728, 79978, 82790, 89843, 101683, 110626, 113666, 121367, 129583, 138988, 142180, 211413, 212247]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'SubscriptionRepository$2.class')",[181032]
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'fromConnector120Volt1Phase10Amp(io.motown.vas.viewmodel.model.ChargingCapabilityTest)')","[6415, 6446, 6477, 8895, 8926, 8957, 14229, 14253, 14277, 22258, 22288, 22318, 30174, 30209, 30244, 32974, 33009, 33044, 39140, 39168, 39196, 49572, 49600, 49628, 57028, 57061, 57094, 59668, 59701, 59734, 65418, 65444, 65470, 72675, 72707, 72739, 81051, 81088, 81125, 84011, 84048, 84085, 90593, 90623, 90653, 102720, 102755, 102790, 111786, 111826, 111866, 114986, 115026, 115066, 122192, 122225, 122258, 130680, 130717, 130754, 140206, 140248, 140290, 143566, 143608, 143650, 213347, 213387, 213427, 215471, 215513, 215555]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'io.motown.vas.viewmodel.model.ChargingStationTest')","[216755, 216778, 216802, 216825]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'equals')","[187927, 189187, 190447, 191707, 192967, 194227, 195487, 196747, 198007, 199267, 200527, 201787, 203022, 204275, 205510, 210038]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ChargeMode$1.class')",[170035]
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'chargingStationOpeningTimesSetEvent(io.motown.vas.viewmodel.VasEventHandlerTest)')","[3101, 11650, 15560, 18638, 26440, 36141, 42341, 46192, 53504, 62629, 68815, 77107, 87384, 94018, 98500, 107527, 118668, 126220, 135737, 147892, 153655]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'chargingStationConfiguredEventUnknownChargingStationShouldCreateChargingStation(io.motown.vas.viewmodel.VasEventHandlerTest)')","[2461, 11150, 15455, 18018, 25720, 35561, 41761, 45612, 52824, 62089, 68155, 76347, 86764, 93398, 97780, 106707, 117988, 125460, 134877, 147052, 152755]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qmotown\\E', 'motown')","[156870, 157598, 158326, 159008, 159749, 160480, 161208, 161890, 162631, 163362, 164090, 164818, 165500, 166241, 166972, 167700, 168382, 169123, 169864, 170605, 171346, 172087, 172828, 173559, 174287, 174969, 175663, 176417, 177171, 177925, 178669, 179410, 180104, 180858, 181612, 182366, 183120, 183864, 184595, 185323, 186051, 186779, 206333, 207158, 207983, 208808]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'SubscriptionRepository$TransactionalTask.class')",[183294]
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'chargingStationPlacedEventCoordinatesEmptyAddress(io.motown.vas.viewmodel.VasEventHandlerTest)')","[4253, 12550, 15749, 19754, 27736, 37185, 43385, 47236, 54728, 63601, 70003, 78475, 88500, 95134, 99796, 109003, 119892, 127588, 137285, 149404, 155275]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'fromConnector120Volt1Phase10Amp(io.motown.vas.viewmodel.model.ChargingCapabilityTest)')","[6384, 8864, 14205, 16166, 22228, 30139, 32939, 39112, 49544, 56995, 59635, 65392, 72643, 81014, 83974, 90563, 102685, 111746, 114946, 122159, 130643, 140164, 143524, 213307, 215429]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'fromConnector480Volt3Phase32Amp(io.motown.vas.viewmodel.model.ChargingCapabilityTest)')","[7035, 7066, 7097, 9515, 9546, 9577, 14709, 14733, 14757, 22858, 22888, 22918, 30874, 30909, 30944, 33674, 33709, 33744, 39700, 39728, 39756, 50132, 50160, 50188, 57688, 57721, 57754, 60328, 60361, 60394, 65938, 65964, 65990, 73315, 73347, 73379, 81791, 81828, 81865, 84751, 84788, 84825, 91193, 91223, 91253, 103420, 103455, 103490, 112586, 112626, 112666, 115786, 115826, 115866, 122852, 122885, 122918, 131420, 131457, 131494, 141046, 141088, 141130, 144406, 144448, 144490, 214147, 214187, 214227, 216311, 216353, 216395]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'chargingStationOpeningTimesSetEvent(io.motown.vas.viewmodel.VasEventHandlerTest)')","[3133, 3165, 3197, 11675, 11700, 11725, 18669, 18700, 18731, 26476, 26512, 26548, 36170, 36199, 36228, 42370, 42399, 42428, 46221, 46250, 46279, 53538, 53572, 53606, 62656, 62683, 62710, 68848, 68881, 68914, 77145, 77183, 77221, 87415, 87446, 87477, 94049, 94080, 94111, 98536, 98572, 98608, 107568, 107609, 107650, 118702, 118736, 118770, 126258, 126296, 126334, 135780, 135823, 135866, 147934, 147976, 148018, 153700, 153745, 153790]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'chargingStationOpeningTimesAddedEvent(io.motown.vas.viewmodel.VasEventHandlerTest)')","[3261, 3293, 3325, 11775, 11800, 11825, 18793, 18824, 18855, 26620, 26656, 26692, 36286, 36315, 36344, 42486, 42515, 42544, 46337, 46366, 46395, 53674, 53708, 53742, 62764, 62791, 62818, 68980, 69013, 69046, 77297, 77335, 77373, 87539, 87570, 87601, 94173, 94204, 94235, 98680, 98716, 98752, 107732, 107773, 107814, 118838, 118872, 118906, 126410, 126448, 126486, 135952, 135995, 136038, 148102, 148144, 148186, 153880, 153925, 153970]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'model')","[163530, 173727]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'chargingStationStatusNotificationAvailableReceivedEventVerifyChargingStationState(io.motown.vas.viewmodel.VasEventHandlerTest)')","[3517, 3549, 3581, 11975, 12000, 12025, 19041, 19072, 19103, 26908, 26944, 26980, 36518, 36547, 36576, 42718, 42747, 42776, 46569, 46598, 46627, 53946, 53980, 54014, 62980, 63007, 63034, 69244, 69277, 69310, 77601, 77639, 77677, 87787, 87818, 87849, 94421, 94452, 94483, 98968, 99004, 99040, 108060, 108101, 108142, 119110, 119144, 119178, 126714, 126752, 126790, 136296, 136339, 136382, 148438, 148480, 148522, 154240, 154285, 154330]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'chargingStationConfiguredEventVerifyChargeMode(io.motown.vas.viewmodel.VasEventHandlerTest)')","[2237, 2269, 2301, 10975, 11000, 11025, 17801, 17832, 17863, 25468, 25504, 25540, 35358, 35387, 35416, 41558, 41587, 41616, 45409, 45438, 45467, 52586, 52620, 52654, 61900, 61927, 61954, 67924, 67957, 67990, 76081, 76119, 76157, 86547, 86578, 86609, 93181, 93212, 93243, 97528, 97564, 97600, 106420, 106461, 106502, 117750, 117784, 117818, 125194, 125232, 125270, 134576, 134619, 134662, 146758, 146800, 146842, 152440, 152485, 152530]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'chargingStationLocationImprovedEventCoordinatesEmptyAddress(io.motown.vas.viewmodel.VasEventHandlerTest)')","[101, 797, 9850, 15162, 16406, 20520, 23848, 34053, 40253, 44104, 47952, 51056, 60685, 66439, 70819, 74371, 85152, 91786, 95908, 100687, 104575, 116220, 123484, 128529, 132641, 144868, 150415]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'io.motown.vas.viewmodel.model.ChargingStationTest')","[311, 21486, 48852, 71851, 101818, 129726]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'fromConnector480Volt3Phase16Amp(io.motown.vas.viewmodel.model.ChargingCapabilityTest)')","[6880, 9360, 14589, 16250, 22708, 30699, 33499, 39560, 49992, 57523, 60163, 65808, 73155, 81606, 84566, 91043, 103245, 112386, 115586, 122687, 131235, 140836, 144196, 213947, 216101]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'chargingStationConfiguredEventVerifyChargeMode(io.motown.vas.viewmodel.VasEventHandlerTest)')","[2205, 10950, 15413, 17770, 25432, 35329, 41529, 45380, 52552, 61873, 67891, 76043, 86516, 93150, 97492, 106379, 117716, 125156, 134533, 146716, 152395]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'SubscriptionUpdaterTest.class')",[159920]
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'chargingStationConfiguredEventUnknownChargingStationShouldCreateChargingStation(io.motown.vas.viewmodel.VasEventHandlerTest)')","[2493, 2525, 2557, 11175, 11200, 11225, 18049, 18080, 18111, 25756, 25792, 25828, 35590, 35619, 35648, 41790, 41819, 41848, 45641, 45670, 45699, 52858, 52892, 52926, 62116, 62143, 62170, 68188, 68221, 68254, 76385, 76423, 76461, 86795, 86826, 86857, 93429, 93460, 93491, 97816, 97852, 97888, 106748, 106789, 106830, 118022, 118056, 118090, 125498, 125536, 125574, 134920, 134963, 135006, 147094, 147136, 147178, 152800, 152845, 152890]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'fromConnector120Volt1Phase16Amp(io.motown.vas.viewmodel.model.ChargingCapabilityTest)')","[476, 500, 524, 5795, 5826, 5857, 8275, 8306, 8337, 13749, 13773, 13797, 16061, 21658, 21688, 21718, 23239, 23267, 23295, 29474, 29509, 29544, 32274, 32309, 32344, 38580, 38608, 38636, 49012, 49040, 49068, 50487, 50513, 50539, 56368, 56401, 56434, 59008, 59041, 59074, 64898, 64924, 64950, 72035, 72067, 72099, 73722, 73752, 73782, 80311, 80348, 80385, 83271, 83308, 83345, 89993, 90023, 90053, 102020, 102055, 102090, 103866, 103899, 103932, 110986, 111026, 111066, 114186, 114226, 114266, 121532, 121565, 121598, 129940, 129977, 130014, 131892, 131927, 131962, 139366, 139408, 139450, 142726, 142768, 142810, 212547, 212587, 212627, 214631, 214673, 214715]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'chargingStationBootedEventChargingStationCreated(io.motown.vas.viewmodel.VasEventHandlerTest)')","[4765, 12950, 15833, 20250, 28312, 37649, 43849, 47700, 55272, 64033, 70531, 79083, 88996, 95630, 100372, 109659, 120436, 128196, 137973, 150076, 155995]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'hashCode')","[188007, 189267, 190527, 191787, 193047, 194307, 195567, 196827, 198087, 199347, 200607, 201867, 203100, 204355, 205588, 210116]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'newChargingStationSetNullOperatorSetsUnknown(io.motown.vas.viewmodel.model.ChargingStationTest)')","[335, 5020, 7376, 13245, 15916, 20891, 21514, 28599, 31259, 37992, 48297, 48878, 55543, 58051, 64352, 71216, 71881, 79386, 82198, 89363, 101123, 101851, 109986, 113026, 120839, 128991, 129761, 138316, 141508, 210773, 211575]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'componentStatusNotificationAvailableReceivedEventVerifyEvseState(io.motown.vas.viewmodel.VasEventHandlerTest)')","[3997, 12350, 15707, 19506, 27448, 36953, 43153, 47004, 54456, 63385, 69739, 78171, 88252, 94886, 99508, 108675, 119620, 127284, 136941, 149068, 154915]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'chargingStationConfiguredEventVerifyEvses(io.motown.vas.viewmodel.VasEventHandlerTest)')","[2845, 11450, 15518, 18390, 26152, 35909, 42109, 45960, 53232, 62413, 68551, 76803, 87136, 93770, 98212, 107199, 118396, 125916, 135393, 147556, 153295]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qvas\\E', 'vas')","[156590, 156926, 157318, 157654, 158046, 158382, 158723, 159065, 159464, 159806, 160200, 160536, 160928, 161264, 161605, 161947, 162346, 162688, 163082, 163418, 163810, 164146, 164538, 164874, 165215, 165557, 165956, 166298, 166692, 167028, 167420, 167756, 168097, 168439, 168838, 169180, 169579, 169921, 170320, 170662, 171061, 171403, 171802, 172144, 172543, 172885, 173279, 173615, 174007, 174343, 174684, 175026, 175373, 175721, 176127, 176475, 176881, 177229, 177635, 177983, 178384, 178726, 179125, 179467, 179814, 180162, 180568, 180916, 181322, 181670, 182076, 182424, 182830, 183178, 183579, 183921, 184315, 184651, 185043, 185379, 185771, 186107, 186499, 186835, 206058, 206388, 206883, 207213, 207708, 208038, 208533, 208863]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'io.motown.vas.viewmodel.VasSubscriberServiceTest')","[545, 23560, 50786, 74065, 104242, 132290]"
