regexes
1
4
1
1
1
1
1
1
1
1
1
1
1
11
11
1
3
1
1
1
1
1
1
2
1
2
1
2
2
1
1
1
1
2
2
1
1
1
4
3
1
1
1
1
2
1
3
3
1
1
1
7
4
4
1
1
1
1
1
1
1
1
1
1
1
1
3
2
2
1
3
1
1
2
1
2
2
1
2
1
1
2
1
1
1
1
1
1
1
4
6
6
1
1
1
1
1
2
1
1
1
2
1
1
2
1
1
2
1
1
2
1
1
1
1
1
1
23
1
1
1
1
1
1
1
20
1
1
1
1
1
1
1
1
1
3
2
1
1
3
16
1
1
1
5
1
1
1
1
1
3
1
1
1
7
2
1
1
7
4
1
1
1
2
1
1
2
1
1
1
28
2
1
1
1
2
1
1
1
1
1
1
1
1
1
2
1
1
10
1
1
2
1
70
2
1
1
1
1
18
1
1
1
1
2
1
3
3
1
1
2
1
1
1
2
1
6
2
1
1
1
17
1
1
1
1
1
5
2
1
1
1
1
2
1
1
1
1
1
1
17
3
1
1
1
1
1
1
8
2
1
1
1
10
5
10
8
2
1
1
1
1
1
1
1
3
1
2
3
1
1
1
1
1
1
1
1
1
1
1
1
3
1
1
1
1
1
6
10
1
1
2
1
1
2
1
1
2
1
1
1
1
1
1
1
1
1
1
2
2
1
1
1
1
1
1
1
1
2
1
1
2
1
2
2
2
1
7
1
7
1
3
1
2
1
1
1
1
1
1
1
1
2
1
3
1
1
3
1
2
1
1
1
1
3
1
1
1
1
1
1
4
1
1
1
1
1
1
1
2
1
2
1
4
1
1
5
1
1
1
3
1
1
3
1
1
1
1
1
1
22
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
1
1
1
1
1
1
1
1
1
2
1
1
1
17
2
4
1
1
1
11
12
3
2
4
11
1
3
1
3
2
1
15
6
1
1
1
1
1
9
2
1
1
1
1
1
1
2
3
1
1
1
2
3
1
1
1
1
1
1
1
1
1
1
1
1
6
1
1
2
1
1
1
5
97
2
15
5
1
2
1
1
2
5
6
1
1
5
33
2
2
1
1
2
1
27
1
142
1
1
4
3
4
1
1
2
1
1
1
1
1
1
1
1
2
1
1
2
1
1
7
2
1
1
9
2
1
1
2
2
1
1
7
2
1
1
1
1
1
1
1
1
1
1
1
2
1
4
7
1
1
1
21
1
3
1
1
1
1
1
1
2
2
1
1
1
1
1
2
1
2
1
1
1
1
7
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
2
1
1
1
1
1
1
1
1
1
1000
1000
1
1
1
13
10
1
2
2
2
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
4
1
1
3
1
9
1
1
2
2
1
1
5
1
1
1
1
2
5
4
5
3
5
1
1
4
2
1
6
1
1
42
1
1
1
1
1
10
7
1
1
1
1
8
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
7
2
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
2
3
1
2
1
1
1
2
1
1
1
11
1
1
8
1
1
1
6
6
6
1
6
1
1
1
1
3
1
1
4
1
3
2
1
1
6
4
2
1
1
1
13
2
8
6
1
19
2
1
4
4
5
5
1
4
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
7
15
1
1
86
1
1
4
2
1
2
1
1
2
1
1
1
1
1
1
1
1
1
4
2
3
1
8
2
1
1
1
1
1
1
1
1
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
2
1
1
1
1
1
1
1
37
1
1
1
8
1
1
1
1
5
1
1
1
8
1
2
1
1
2
3
1
2
2
1
1
2
1
1
1
1
1
1
1
3
2
2
1
1
1
2
1
1
1
3
1
37
1
1
2
1
1
2
1
1
1
1
1
5
1
1
13
6
1
2
1
1
1
1
1
4
1
1
1
2
1
1
1
4
1
1
1
1
1
1
1
2
2
1
1
1
2
1
1
1
5
3
2
5
2
1
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
3
7
1
2
1
1
1
1
1
1
3
1
2
1
2
2
1
1
1
1
8
4
1
3
1
1
1
1
1
3
1
1
4
4
4
3
4
1
2
6
4
2
2
1
3
1
2
2
4
4
1
1
1
1
1
1
1
4
4
3
3
6
1
3
8
58
2
2
1
1
3
6
1
1
2
1
1
2
3
1
38
2
2
1
1
1
1
1
3
6
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
4
4
12
1
12
1
1
2
2
4
1
4
1
1
4
1
1
1
1
1
4
3
4
6
1
2
2
2
1
41
2
2
1
1
1
3
6
1
2
1
15
2
57
1
7
2
12
6
1
3
2
1
1
1
1
4
7
2
3
1
2
4
1
2
5
3
4
5
10
7
3
7
1
1
1
1
1
1
1
1
1
1
2
41
267
12
3
1
1
1
1
1
2
1
2
1
2
1
1
2
3
2
1
2
1
1
1
1
3
2
1
1
1
1
1
6
1
1
1
9
7
6
1
12
4
3
2
1
1
1
1
1
4
1
3
1
1
1
2
1
1
1
1
4
2
2
1
1
1
1
1
5
1
4
4
18
1
5
2
11
4
2
1
1
3
1
1
1
1
1
1
2
3
1
1
1
2
1
1
2
1
2
1
1
1
1
1
1
6
1
1
1
1
1
1
3
2
3
3
1
1
1
2
3
1
1
1
1
1
2
1
1
1
1
1
1
1
1
2
13
1
1
1
5
2
4
1
1
14
2
6
1
1
3
3
1
1
3
1
1
4
1
1
1
3
2
1
2
9
2
1
2
1
1
2
1
1
1
1
1
1
1
2
1
2
2
1
2
12
1
14
1
1
1
1
4
3
4
1
1
1
1
2
1
1
1
1
1
10
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
2
1
1
1
1
2
1
1
2
1
1
1
1
1
1
1
1
4
1
1
1
1
1
1
1
1
1
2
1
1
3
1
4
1
1
15
18
1
1
1
1
1
1
1
1
1
1
4
1
2
1
1
1
1
1
1
2
1
1
1
2
2
1
1
8
3
1
1
1
2
2
1
2
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
4
1
1
20
1
1
1
1
1
1
1
1
1
1
4
1
1
1
4
2
1
1
1
1
1
1
1
3
2
2
1
1
1
1
2
1
1
1
1
1
1
2
1
1
1
1
1
1
1
3
1
1
3
1
2
2
2
1
1
2
1
2
1
33
24
1
1
2
1
3
1
8
1
1
1
1
1
1
1
1
1
1
2
1
2
21
1
3
2
7
1
1
1
1
4
4
4
4
2
1
1
1
1
1
190
1
1
1
6
1
1
1
1
6
1
1
1
1
18
2
1
1
2
1
2
1
1
1
1
1
4
5
1
1
1
1
1
1
1
1
1
1
10
1
1
1
1
1
1
4
1
1
4
4
1
1
1
2
10
1
1
1
1
1
1
1
1
1
1
2
1
1
1
777
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
2
1
4
1
4
3
1
1
1
2
1
1
1
1
1
1
1
3
2
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
2
1
2
1
1
1
7
1
1
1
1
1
1
1
1
1
1
1
1
1
3
2
1
107
1
9
8
1
1
1
1
1
1
1
1
1
2
1
1
1
1
10
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
2
1
1
2
1
1
1
2
1
1
1
1
1
1
1
3
1
1
2
1
1
1
1
16
57
42
4
1
1
2
1
1
1
1
1
2
1
1
1
1
1
1
2
4
15
1
1
1
1
8
1
1
1
1
2
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
5
3
1
1
1
1
1
1
1
1
1
1
1
2
2
3
1
1
2
4
4
1
1
3
1
1
1
1
2
2
1
1
1
5
1
1
1
2
3
2
1
1
8
5
7
3
1
2
1
1
1
1
1
1
2
2
1
39
11
11
1
1
1
1
1
1
1
1
1
1
1
2
1
1
2
1
3
2
1
1
2
1
3
1
13
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
11
1
1
1
1
1
1
2
1
1
1
1
1
1
10
10
1
5
1
2
1
1
1
1
1
1
1
1
1
1
1
1
2
2
11
1
1
10
4
3
1
1
3
1
4
1
1
1
2
1
1
1
1
1
2
1
1
1
3
1
1
1
1
1
5
1
1
1
1
1
1
1
1
1
19
1
1
6
1
10
3
1
1
1
2
5
1
1
2
1
2
1
1
2
1
8
1
1
1
1
1
1
1
5
2
5
5
5
5
5
1
1
3
1
1
1
1
1
1
1
